"SEX" "LENGTH" "DIAM" "HEIGHT" "WHOLE" "SHUCK" "VISCERA" "SHELL" "RINGS" "CLASS"
"1106" "I" 0.51 0.38 0.115 0.5155 0.215 0.1135 0.166 8 "A2"
"1107" "I" 0.515 0.385 0.125 0.6115 0.3175 0.1265 0.15 8 "A2"
"1108" "M" 0.52 0.4 0.145 0.7765 0.3525 0.1845 0.185 9 "A3"
"1109" "I" 0.52 0.38 0.135 0.5395 0.2295 0.133 0.157 8 "A2"
"1110" "I" 0.52 0.38 0.125 0.5545 0.288 0.1295 0.167 8 "A2"
"1111" "F" 0.52 0.46 0.15 1.019 0.523 0.1985 0.254 7 "A2"
"1112" "I" 0.525 0.4 0.13 0.6455 0.325 0.1245 0.17 8 "A2"
"1113" "I" 0.525 0.4 0.14 0.601 0.2625 0.1285 0.1835 9 "A3"
"1114" "M" 0.525 0.405 0.12 0.7555 0.3755 0.1555 0.201 9 "A3"
"1115" "I" 0.525 0.395 0.12 0.608 0.297 0.1395 0.1405 8 "A2"
"1116" "I" 0.53 0.4 0.125 0.617 0.279 0.127 0.19 8 "A2"
"1117" "I" 0.535 0.39 0.125 0.599 0.2595 0.149 0.169 9 "A3"
"1118" "I" 0.54 0.42 0.14 0.6665 0.3125 0.138 0.1895 10 "A3"
"1119" "M" 0.545 0.39 0.135 0.7835 0.4225 0.1815 0.156 7 "A2"
"1120" "M" 0.545 0.41 0.12 0.793 0.434 0.1405 0.19 9 "A3"
"1121" "M" 0.545 0.415 0.14 0.82 0.4615 0.127 0.218 9 "A3"
"1122" "F" 0.55 0.415 0.135 0.8145 0.427 0.1855 0.175 8 "A2"
"1123" "F" 0.55 0.43 0.15 0.84 0.395 0.195 0.223 8 "A2"
"1124" "M" 0.55 0.425 0.15 0.8315 0.411 0.1765 0.2165 10 "A3"
"1125" "M" 0.56 0.43 0.145 0.8995 0.464 0.1775 0.234 9 "A3"
"1126" "M" 0.56 0.445 0.16 0.8965 0.42 0.2175 0.2215 8 "A2"
"1127" "F" 0.56 0.44 0.155 0.6405 0.336 0.1765 0.245 8 "A2"
"1128" "M" 0.56 0.415 0.145 0.852 0.43 0.1885 0.205 8 "A2"
"1129" "M" 0.565 0.455 0.15 0.9595 0.4565 0.2395 0.23 9 "A3"
"1130" "F" 0.565 0.45 0.175 1.0095 0.447 0.2375 0.2645 9 "A3"
"1131" "M" 0.57 0.46 0.15 1.0375 0.5415 0.2035 0.25 9 "A3"
"1132" "F" 0.57 0.445 0.145 0.8775 0.412 0.217 0.22 8 "A2"
"1133" "I" 0.57 0.44 0.15 0.755 0.3425 0.16 0.224 8 "A2"
"1134" "F" 0.575 0.46 0.145 0.9945 0.466 0.229 0.265 7 "A2"
"1135" "F" 0.575 0.45 0.16 1.068 0.556 0.214 0.2575 10 "A3"
"1136" "M" 0.575 0.435 0.14 0.8455 0.401 0.191 0.222 9 "A3"
"1137" "F" 0.575 0.47 0.165 0.869 0.435 0.197 0.238 9 "A3"
"1138" "M" 0.575 0.455 0.135 0.907 0.4245 0.197 0.26 9 "A3"
"1139" "I" 0.575 0.435 0.13 0.805 0.3155 0.2155 0.245 10 "A3"
"1140" "M" 0.575 0.445 0.17 1.0225 0.549 0.2175 0.228 9 "A3"
"1141" "M" 0.575 0.445 0.145 0.847 0.415 0.1945 0.22 9 "A3"
"1142" "M" 0.58 0.455 0.15 1.114 0.4765 0.2155 0.265 8 "A2"
"1143" "M" 0.58 0.455 0.195 1.859 0.945 0.426 0.441 9 "A3"
"1144" "M" 0.58 0.445 0.135 0.814 0.3775 0.1915 0.22 9 "A3"
"1145" "M" 0.58 0.45 0.14 0.9615 0.486 0.1815 0.253 9 "A3"
"1146" "M" 0.58 0.45 0.145 1.0025 0.547 0.1975 0.2295 8 "A2"
"1147" "F" 0.58 0.45 0.155 0.93 0.385 0.246 0.265 9 "A3"
"1148" "M" 0.585 0.46 0.145 0.9335 0.478 0.1825 0.235 9 "A3"
"1149" "M" 0.585 0.465 0.16 0.9555 0.4595 0.236 0.265 7 "A2"
"1150" "M" 0.59 0.47 0.15 0.9955 0.481 0.232 0.24 8 "A2"
"1151" "F" 0.6 0.475 0.16 1.0265 0.485 0.2495 0.2565 9 "A3"
"1152" "F" 0.6 0.465 0.15 1.1025 0.5455 0.262 0.25 8 "A2"
"1153" "M" 0.6 0.465 0.155 1.0165 0.512 0.2465 0.225 10 "A3"
"1154" "F" 0.605 0.47 0.165 1.1775 0.611 0.2275 0.292 9 "A3"
"1155" "M" 0.605 0.475 0.14 1.1175 0.555 0.257 0.274 9 "A3"
"1156" "M" 0.605 0.48 0.17 1.1835 0.582 0.2365 0.317 10 "A3"
"1157" "F" 0.605 0.475 0.165 1.056 0.433 0.2195 0.357 9 "A3"
"1158" "M" 0.61 0.485 0.16 1.0145 0.5315 0.212 0.2415 8 "A2"
"1159" "M" 0.61 0.47 0.165 1.052 0.498 0.242 0.267 9 "A3"
"1160" "M" 0.615 0.46 0.17 1.0565 0.4815 0.272 0.27 10 "A3"
"1161" "F" 0.615 0.465 0.15 0.923 0.4615 0.1825 0.2415 9 "A3"
"1162" "F" 0.615 0.475 0.155 1.027 0.447 0.25 0.285 9 "A3"
"1163" "M" 0.62 0.47 0.135 1.0195 0.5315 0.2005 0.2475 8 "A2"
"1164" "M" 0.62 0.45 0.2 0.858 0.4285 0.1525 0.2405 8 "A2"
"1165" "F" 0.62 0.48 0.16 1.1125 0.5635 0.2445 0.281 8 "A2"
"1166" "F" 0.625 0.485 0.175 1.3745 0.7335 0.2715 0.332 9 "A3"
"1167" "M" 0.625 0.48 0.185 1.2065 0.587 0.29 0.286 8 "A2"
"1168" "M" 0.63 0.47 0.155 1.1325 0.589 0.211 0.287 8 "A2"
"1169" "M" 0.63 0.5 0.175 1.2645 0.5635 0.3065 0.3425 10 "A3"
"1170" "F" 0.635 0.495 0.015 1.1565 0.5115 0.308 0.2885 9 "A3"
"1171" "M" 0.64 0.515 0.165 1.369 0.632 0.3415 0.358 10 "A3"
"1172" "M" 0.645 0.53 0.195 1.39 0.6465 0.2945 0.3735 10 "A3"
"1173" "F" 0.645 0.48 0.17 1.1345 0.528 0.254 0.305 10 "A3"
"1174" "F" 0.65 0.5 0.19 1.464 0.6415 0.339 0.4245 9 "A3"
"1175" "M" 0.65 0.5 0.155 1.202 0.565 0.3135 0.294 11 "A4"
"1176" "M" 0.655 0.515 0.16 1.31 0.553 0.369 0.345 11 "A4"
"1177" "F" 0.655 0.51 0.175 1.415 0.5885 0.3725 0.364 10 "A3"
"1178" "F" 0.66 0.53 0.185 1.346 0.546 0.2705 0.476 11 "A4"
"1179" "M" 0.665 0.525 0.16 1.363 0.629 0.279 0.34 8 "A2"
"1180" "I" 0.665 0.5 0.17 1.2975 0.6035 0.291 0.3595 9 "A3"
"1181" "F" 0.67 0.505 0.205 1.3645 0.6075 0.3025 0.353 9 "A3"
"1182" "F" 0.685 0.54 0.215 1.7025 0.664 0.3655 0.4735 14 "A5"
"1183" "M" 0.685 0.52 0.165 1.519 0.699 0.3685 0.4 10 "A3"
"1184" "F" 0.69 0.54 0.155 1.454 0.624 0.3105 0.39 9 "A3"
"1185" "M" 0.69 0.53 0.21 1.583 0.7355 0.405 0.3865 12 "A4"
"1186" "F" 0.69 0.53 0.17 1.5535 0.7945 0.3485 0.3695 9 "A3"
"1187" "M" 0.695 0.56 0.185 1.74 0.885 0.3715 0.4375 10 "A3"
"1188" "M" 0.7 0.565 0.18 1.751 0.895 0.3355 0.446 9 "A3"
"1189" "M" 0.7 0.575 0.19 2.273 1.095 0.418 0.638 12 "A4"
"1190" "F" 0.7 0.525 0.19 1.6465 0.8545 0.307 0.3995 9 "A3"
"1191" "F" 0.705 0.55 0.17 1.219 0.6395 0.236 0.301 9 "A3"
"1192" "F" 0.71 0.56 0.18 1.652 0.735 0.381 0.4525 11 "A4"
"1193" "M" 0.715 0.55 0.19 2.0045 1.0465 0.407 0.5075 12 "A4"
"1194" "M" 0.715 0.535 0.19 1.6755 0.889 0.313 0.42 10 "A3"
"1195" "F" 0.72 0.58 0.195 2.103 1.0265 0.48 0.5375 10 "A3"
"1196" "F" 0.72 0.55 0.2 1.9965 0.9035 0.469 0.5215 10 "A3"
"1197" "M" 0.725 0.505 0.185 1.978 1.026 0.4255 0.4505 12 "A4"
"1198" "F" 0.73 0.575 0.185 1.8795 0.931 0.38 0.4825 12 "A4"
"1199" "M" 0.735 0.585 0.185 2.124 0.952 0.55 0.5 11 "A4"
"1200" "M" 0.745 0.565 0.215 1.931 0.896 0.4585 0.5 11 "A4"
"1201" "F" 0.75 0.57 0.21 2.236 1.109 0.5195 0.545 11 "A4"
"1202" "F" 0.755 0.625 0.21 2.505 1.1965 0.513 0.6785 11 "A4"
"1203" "M" 0.755 0.58 0.205 2.0065 0.8295 0.4015 0.595 10 "A3"
"1204" "F" 0.78 0.63 0.215 2.657 1.488 0.4985 0.586 11 "A4"
"1205" "I" 0.185 0.375 0.12 0.4645 0.196 0.1045 0.15 6 "A1"
"1206" "I" 0.245 0.205 0.06 0.0765 0.034 0.014 0.0215 4 "A1"
"1207" "I" 0.25 0.185 0.065 0.0685 0.0295 0.014 0.0225 5 "A1"
"1208" "I" 0.25 0.19 0.065 0.0835 0.039 0.015 0.025 5 "A1"
"1209" "I" 0.275 0.195 0.09 0.1125 0.0545 0.0295 0.0355 6 "A1"
"1210" "I" 0.305 0.215 0.065 0.1075 0.044 0.0205 0.038 5 "A1"
"1211" "I" 0.315 0.23 0.08 0.1375 0.0545 0.031 0.0445 5 "A1"
"1212" "I" 0.315 0.23 0.07 0.1145 0.046 0.0235 0.0385 5 "A1"
"1213" "I" 0.325 0.225 0.075 0.139 0.0565 0.032 0.09 6 "A1"
"1214" "I" 0.33 0.25 0.095 0.2085 0.102 0.0395 0.052 7 "A2"
"1215" "I" 0.33 0.205 0.095 0.1595 0.077 0.032 0.0435 5 "A1"
"1216" "I" 0.335 0.245 0.09 0.2015 0.096 0.0405 0.048 7 "A2"
"1217" "I" 0.34 0.25 0.09 0.179 0.0775 0.033 0.055 6 "A1"
"1218" "I" 0.345 0.255 0.095 0.1945 0.0925 0.037 0.055 6 "A1"
"1219" "I" 0.345 0.255 0.085 0.2005 0.105 0.037 0.05 5 "A1"
"1220" "I" 0.35 0.27 0.075 0.215 0.1 0.036 0.065 6 "A1"
"1221" "I" 0.35 0.255 0.09 0.1785 0.0855 0.0305 0.0525 8 "A2"
"1222" "I" 0.36 0.27 0.085 0.196 0.0875 0.035 0.064 4 "A1"
"1223" "I" 0.365 0.27 0.085 0.1875 0.081 0.042 0.058 6 "A1"
"1224" "I" 0.365 0.27 0.085 0.196 0.0825 0.0375 0.06 7 "A2"
"1225" "I" 0.365 0.265 0.085 0.213 0.0945 0.049 0.06 7 "A2"
"1226" "I" 0.37 0.29 0.09 0.2445 0.089 0.0655 0.075 7 "A2"
"1227" "I" 0.37 0.28 0.085 0.217 0.1095 0.035 0.062 6 "A1"
"1228" "I" 0.375 0.29 0.095 0.213 0.096 0.041 0.061 5 "A1"
"1229" "I" 0.375 0.29 0.085 0.2385 0.118 0.045 0.0695 7 "A2"
"1230" "I" 0.375 0.275 0.09 0.218 0.093 0.0405 0.0755 6 "A1"
"1231" "I" 0.375 0.275 0.095 0.2465 0.11 0.0415 0.0775 6 "A1"
"1232" "I" 0.375 0.28 0.08 0.2025 0.0825 0.048 0.065 8 "A2"
"1233" "I" 0.375 0.27 0.085 0.218 0.0945 0.039 0.07 7 "A2"
"1234" "I" 0.38 0.275 0.11 0.256 0.11 0.0535 0.0755 6 "A1"
"1235" "I" 0.38 0.27 0.08 0.2105 0.0865 0.042 0.07 8 "A2"
"1236" "I" 0.385 0.29 0.09 0.2615 0.111 0.0595 0.0745 9 "A3"
"1237" "I" 0.385 0.28 0.085 0.2175 0.097 0.038 0.067 8 "A2"
"1238" "I" 0.385 0.3 0.095 0.302 0.152 0.0615 0.0735 7 "A2"
"1239" "I" 0.385 0.28 0.09 0.228 0.1025 0.042 0.0655 5 "A1"
"1240" "I" 0.39 0.3 0.095 0.3265 0.1665 0.0575 0.089 7 "A2"
"1241" "I" 0.395 0.305 0.105 0.284 0.1135 0.0595 0.0945 8 "A2"
"1242" "I" 0.395 0.295 0.095 0.2725 0.115 0.0625 0.085 8 "A2"
"1243" "I" 0.395 0.27 0.1 0.2985 0.1445 0.061 0.082 5 "A1"
"1244" "I" 0.4 0.29 0.1 0.2675 0.1205 0.0605 0.0765 5 "A1"
"1245" "I" 0.405 0.285 0.09 0.2645 0.1265 0.0505 0.075 6 "A1"
"1246" "I" 0.41 0.335 0.11 0.33 0.157 0.0705 0.17 7 "A2"
"1247" "I" 0.42 0.305 0.09 0.328 0.168 0.0615 0.082 6 "A1"
"1248" "I" 0.425 0.325 0.11 0.3335 0.173 0.045 0.1 7 "A2"
"1249" "I" 0.425 0.32 0.1 0.3055 0.126 0.06 0.106 7 "A2"
"1250" "I" 0.425 0.31 0.09 0.301 0.1385 0.065 0.08 7 "A2"
"1251" "I" 0.43 0.34 0.02 0.428 0.2065 0.086 0.115 8 "A2"
"1252" "I" 0.43 0.315 0.095 0.378 0.175 0.08 0.1045 8 "A2"
"1253" "I" 0.435 0.315 0.11 0.3685 0.1615 0.0715 0.12 7 "A2"
"1254" "I" 0.44 0.34 0.12 0.438 0.2115 0.083 0.12 9 "A3"
"1255" "I" 0.45 0.33 0.105 0.448 0.208 0.089 0.12 9 "A3"
"1256" "I" 0.455 0.345 0.105 0.4005 0.164 0.0755 0.126 8 "A2"
"1257" "F" 0.455 0.365 0.115 0.4305 0.184 0.108 0.1245 8 "A2"
"1258" "I" 0.46 0.36 0.105 0.466 0.2225 0.099 0.11 7 "A2"
"1259" "I" 0.46 0.35 0.105 0.3705 0.1575 0.077 0.114 9 "A3"
"1260" "F" 0.46 0.365 0.125 0.4785 0.206 0.1045 0.141 8 "A2"
"1261" "I" 0.465 0.34 0.11 0.346 0.1425 0.073 0.113 11 "A4"
"1262" "I" 0.47 0.365 0.1 0.411 0.175 0.0855 0.135 8 "A2"
"1263" "I" 0.47 0.355 0.18 0.48 0.2055 0.105 0.1505 8 "A2"
"1264" "I" 0.47 0.355 0.12 0.393 0.167 0.0885 0.115 8 "A2"
"1265" "I" 0.475 0.355 0.1 0.5035 0.2535 0.091 0.14 8 "A2"
"1266" "I" 0.475 0.38 0.12 0.441 0.1785 0.0885 0.1505 8 "A2"
"1267" "I" 0.475 0.36 0.11 0.492 0.211 0.11 0.15 8 "A2"
"1268" "I" 0.48 0.37 0.125 0.5435 0.244 0.101 0.165 9 "A3"
"1269" "I" 0.48 0.355 0.115 0.4725 0.2065 0.112 0.132 8 "A2"
"1270" "I" 0.48 0.365 0.1 0.461 0.2205 0.0835 0.135 8 "A2"
"1271" "I" 0.495 0.355 0.12 0.4965 0.214 0.1045 0.1495 8 "A2"
"1272" "I" 0.495 0.38 0.13 0.5125 0.2185 0.116 0.16 7 "A2"
"1273" "M" 0.495 0.395 0.12 0.553 0.224 0.1375 0.167 8 "A2"
"1274" "I" 0.5 0.38 0.135 0.594 0.2945 0.104 0.1565 9 "A3"
"1275" "M" 0.5 0.42 0.135 0.6765 0.302 0.1415 0.2065 9 "A3"
"1276" "I" 0.5 0.375 0.145 0.5795 0.239 0.1375 0.185 9 "A3"
"1277" "I" 0.5 0.41 0.14 0.6615 0.2585 0.1625 0.196 9 "A3"
"1278" "I" 0.5 0.375 0.125 0.5695 0.259 0.124 0.157 7 "A2"
"1279" "I" 0.5 0.395 0.14 0.6215 0.2925 0.1205 0.195 9 "A3"
"1280" "I" 0.505 0.405 0.13 0.6015 0.3015 0.11 0.18 8 "A2"
"1281" "I" 0.505 0.38 0.12 0.594 0.2595 0.1435 0.18 7 "A2"
"1282" "I" 0.505 0.395 0.105 0.551 0.248 0.103 0.171 8 "A2"
"1283" "I" 0.515 0.38 0.12 0.625 0.3265 0.1295 0.16 7 "A2"
"1284" "I" 0.515 0.42 0.135 0.711 0.337 0.144 0.205 13 "A5"
"1285" "I" 0.515 0.4 0.135 0.6965 0.32 0.1255 0.175 9 "A3"
"1286" "I" 0.52 0.4 0.13 0.5825 0.233 0.1365 0.18 10 "A3"
"1287" "I" 0.52 0.395 0.125 0.663 0.3005 0.131 0.1905 9 "A3"
"1288" "I" 0.525 0.4 0.125 0.6965 0.369 0.1385 0.164 9 "A3"
"1289" "M" 0.525 0.42 0.155 0.842 0.428 0.1415 0.2045 9 "A3"
"1290" "I" 0.53 0.415 0.13 0.694 0.3905 0.111 0.167 9 "A3"
"1291" "I" 0.53 0.415 0.11 0.5745 0.2525 0.1235 0.189 9 "A3"
"1292" "I" 0.53 0.425 0.13 0.7675 0.419 0.1205 0.21 9 "A3"
"1293" "I" 0.535 0.4 0.135 0.6025 0.2895 0.121 0.154 9 "A3"
"1294" "F" 0.535 0.41 0.13 0.7145 0.335 0.144 0.2075 9 "A3"
"1295" "M" 0.535 0.435 0.15 0.717 0.3475 0.1445 0.194 9 "A3"
"1296" "F" 0.54 0.42 0.145 0.8655 0.4315 0.163 0.2175 10 "A3"
"1297" "I" 0.54 0.42 0.14 0.7265 0.3205 0.1445 0.229 9 "A3"
"1298" "I" 0.545 0.435 0.135 0.7715 0.372 0.148 0.227 8 "A2"
"1299" "F" 0.545 0.445 0.15 0.8 0.3535 0.163 0.207 9 "A3"
"1300" "I" 0.545 0.43 0.15 0.7285 0.302 0.1315 0.2545 10 "A3"
"1301" "I" 0.545 0.405 0.135 0.5945 0.27 0.1185 0.185 8 "A2"
"1302" "I" 0.55 0.43 0.145 0.7895 0.3745 0.171 0.223 11 "A4"
"1303" "F" 0.55 0.405 0.125 0.651 0.2965 0.137 0.2 9 "A3"
"1304" "M" 0.55 0.43 0.15 0.8745 0.413 0.1905 0.248 9 "A3"
"1305" "I" 0.55 0.435 0.14 0.7535 0.3285 0.1555 0.2325 10 "A3"
"1306" "I" 0.55 0.425 0.135 0.7305 0.3325 0.1545 0.215 9 "A3"
"1307" "M" 0.555 0.44 0.14 0.8705 0.407 0.156 0.255 9 "A3"
"1308" "I" 0.555 0.43 0.155 0.7395 0.3135 0.1435 0.28 10 "A3"
"1309" "I" 0.555 0.43 0.14 0.7665 0.341 0.165 0.23 9 "A3"
"1310" "I" 0.555 0.425 0.145 0.7905 0.3485 0.1765 0.225 9 "A3"
"1311" "I" 0.56 0.425 0.135 0.8205 0.3715 0.185 0.236 9 "A3"
"1312" "I" 0.56 0.425 0.145 0.688 0.3095 0.1305 0.2165 9 "A3"
"1313" "F" 0.56 0.445 0.155 1.224 0.5565 0.3225 0.2695 10 "A3"
"1314" "I" 0.56 0.455 0.145 0.974 0.547 0.1615 0.235 9 "A3"
"1315" "I" 0.565 0.44 0.175 0.8735 0.414 0.21 0.21 11 "A4"
"1316" "F" 0.565 0.45 0.145 0.8495 0.4215 0.1685 0.225 8 "A2"
"1317" "M" 0.565 0.445 0.15 0.796 0.3635 0.184 0.219 8 "A2"
"1318" "M" 0.565 0.39 0.125 0.744 0.352 0.13 0.1685 11 "A4"
"1319" "I" 0.57 0.45 0.145 0.751 0.2825 0.2195 0.2215 10 "A3"
"1320" "I" 0.57 0.45 0.135 0.794 0.3815 0.1415 0.245 8 "A2"
"1321" "F" 0.57 0.46 0.135 0.9795 0.397 0.2525 0.2655 9 "A3"
"1322" "M" 0.57 0.435 0.17 0.873 0.382 0.183 0.2705 10 "A3"
"1323" "I" 0.57 0.44 0.13 0.7665 0.347 0.1785 0.202 10 "A3"
"1324" "M" 0.57 0.435 0.125 0.8965 0.383 0.1835 0.275 9 "A3"
"1325" "F" 0.575 0.42 0.135 0.857 0.461 0.147 0.2125 10 "A3"
"1326" "F" 0.575 0.48 0.165 1.078 0.511 0.2095 0.306 9 "A3"
"1327" "M" 0.575 0.46 0.155 0.892 0.4415 0.176 0.22 10 "A3"
"1328" "M" 0.58 0.46 0.155 1.4395 0.6715 0.273 0.2955 10 "A3"
"1329" "M" 0.58 0.455 0.135 0.7955 0.405 0.167 0.204 10 "A3"
"1330" "F" 0.58 0.445 0.15 0.858 0.4 0.156 0.253 8 "A2"
"1331" "M" 0.585 0.465 0.155 0.9145 0.4555 0.1965 0.235 9 "A3"
"1332" "M" 0.585 0.49 0.185 1.171 0.522 0.2535 0.335 10 "A3"
"1333" "I" 0.585 0.475 0.16 1.0505 0.48 0.234 0.285 10 "A3"
"1334" "M" 0.585 0.46 0.165 1.1135 0.5825 0.2345 0.274 10 "A3"
"1335" "M" 0.585 0.47 0.165 1.409 0.8 0.229 0.295 10 "A3"
"1336" "M" 0.585 0.475 0.15 1.065 0.5315 0.199 0.2885 10 "A3"
"1337" "M" 0.585 0.45 0.18 0.7995 0.336 0.1855 0.237 8 "A2"
"1338" "I" 0.59 0.445 0.135 0.7715 0.328 0.1745 0.23 9 "A3"
"1339" "M" 0.59 0.47 0.18 1.187 0.5985 0.227 0.31 9 "A3"
"1340" "M" 0.59 0.455 0.155 0.8855 0.388 0.188 0.275 10 "A3"
"1341" "F" 0.595 0.465 0.15 0.98 0.4115 0.196 0.2255 10 "A3"
"1342" "F" 0.595 0.465 0.155 1.026 0.4645 0.112 0.305 12 "A4"
"1343" "M" 0.6 0.475 0.17 1.1315 0.508 0.272 0.309 10 "A3"
"1344" "M" 0.6 0.48 0.155 1.014 0.451 0.1885 0.325 11 "A4"
"1345" "I" 0.6 0.475 0.15 1.12 0.565 0.2465 0.27 10 "A3"
"1346" "F" 0.6 0.465 0.155 1.04 0.4755 0.25 0.28 11 "A4"
"1347" "F" 0.6 0.455 0.145 0.8895 0.419 0.1715 0.269 10 "A3"
"1348" "M" 0.6 0.46 0.155 0.9595 0.4455 0.189 0.295 11 "A4"
"1349" "I" 0.605 0.485 0.15 1.238 0.6315 0.226 0.33 11 "A4"
"1350" "M" 0.605 0.49 0.14 0.9755 0.419 0.206 0.315 10 "A3"
"1351" "I" 0.605 0.435 0.13 0.9025 0.432 0.174 0.26 11 "A4"
"1352" "F" 0.605 0.475 0.175 1.076 0.463 0.2195 0.335 9 "A3"
"1353" "F" 0.605 0.47 0.16 1.0835 0.5405 0.2215 0.275 12 "A4"
"1354" "M" 0.61 0.45 0.15 0.871 0.407 0.1835 0.25 10 "A3"
"1355" "M" 0.61 0.48 0.165 1.244 0.6345 0.257 0.305 12 "A4"
"1356" "M" 0.61 0.475 0.17 1.0265 0.435 0.2335 0.3035 10 "A3"
"1357" "I" 0.61 0.465 0.15 0.9605 0.4495 0.1725 0.286 9 "A3"
"1358" "M" 0.61 0.48 0.17 1.137 0.4565 0.29 0.347 10 "A3"
"1359" "M" 0.61 0.46 0.16 1 0.494 0.197 0.275 10 "A3"
"1360" "F" 0.615 0.475 0.155 1.004 0.4475 0.193 0.2895 10 "A3"
"1361" "M" 0.615 0.47 0.165 1.128 0.4465 0.2195 0.34 10 "A3"
"1362" "M" 0.615 0.5 0.17 1.054 0.4845 0.228 0.295 10 "A3"
"1363" "F" 0.615 0.475 0.165 1.023 0.4905 0.1955 0.3035 12 "A4"
"1364" "M" 0.615 0.475 0.17 1.129 0.4795 0.302 0.3 10 "A3"
"1365" "M" 0.615 0.48 0.175 1.118 0.446 0.3195 0.3 9 "A3"
"1366" "F" 0.615 0.475 0.155 1.115 0.484 0.2115 0.355 10 "A3"
"1367" "M" 0.62 0.51 0.175 1.2815 0.5715 0.2385 0.39 10 "A3"
"1368" "M" 0.62 0.495 0.18 1.2555 0.5765 0.254 0.355 12 "A4"
"1369" "F" 0.62 0.5 0.15 1.293 0.596 0.3135 0.354 10 "A3"
"1370" "F" 0.62 0.475 0.16 1.1295 0.463 0.2685 0.33 10 "A3"
"1371" "M" 0.625 0.455 0.17 1.082 0.4955 0.2345 0.315 9 "A3"
"1372" "F" 0.625 0.505 0.175 1.15 0.5475 0.256 0.3045 11 "A4"
"1373" "F" 0.625 0.515 0.16 1.264 0.5715 0.326 0.321 9 "A3"
"1374" "F" 0.625 0.48 0.155 1.2035 0.5865 0.239 0.3185 12 "A4"
"1375" "F" 0.63 0.485 0.17 1.3205 0.5945 0.345 0.345 9 "A3"
"1376" "I" 0.63 0.505 0.18 1.272 0.6025 0.295 0.315 11 "A4"
"1377" "M" 0.63 0.485 0.145 1.062 0.5065 0.1785 0.3365 12 "A4"
"1378" "I" 0.63 0.475 0.145 1.0605 0.5165 0.2195 0.28 10 "A3"
"1379" "M" 0.63 0.495 0.16 1.093 0.497 0.221 0.315 12 "A4"
"1380" "M" 0.635 0.49 0.16 1.101 0.534 0.1865 0.3455 10 "A3"
"1381" "F" 0.635 0.5 0.165 1.4595 0.705 0.2645 0.39 9 "A3"
"1382" "M" 0.635 0.475 0.17 1.1935 0.5205 0.2695 0.3665 10 "A3"
"1383" "M" 0.635 0.51 0.155 0.986 0.405 0.2255 0.31 10 "A3"
"1384" "M" 0.64 0.565 0.23 1.521 0.644 0.372 0.406 15 "A6"
"1385" "M" 0.64 0.525 0.18 1.3135 0.4865 0.2995 0.4075 10 "A3"
"1386" "M" 0.645 0.51 0.16 1.1835 0.556 0.2385 0.345 11 "A4"
"1387" "M" 0.645 0.5 0.195 1.401 0.6165 0.3515 0.3725 10 "A3"
"1388" "M" 0.645 0.525 0.16 1.5075 0.7455 0.245 0.4325 11 "A4"
"1389" "F" 0.65 0.505 0.165 1.16 0.4785 0.274 0.349 11 "A4"
"1390" "F" 0.65 0.59 0.22 1.662 0.77 0.378 0.435 11 "A4"
"1391" "M" 0.65 0.525 0.175 1.5365 0.6865 0.3585 0.405 11 "A4"
"1392" "M" 0.65 0.51 0.19 1.542 0.7155 0.3735 0.375 9 "A3"
"1393" "F" 0.65 0.51 0.17 1.567 0.7245 0.349 0.391 10 "A3"
"1394" "F" 0.655 0.525 0.19 1.3595 0.564 0.3215 0.3985 10 "A3"
"1395" "M" 0.655 0.535 0.205 1.6445 0.7305 0.3595 0.46 13 "A5"
"1396" "F" 0.655 0.52 0.19 1.4545 0.6 0.3865 0.383 10 "A3"
"1397" "M" 0.655 0.49 0.175 1.3585 0.6395 0.294 0.365 10 "A3"
"1398" "F" 0.66 0.495 0.21 1.548 0.724 0.3525 0.3925 10 "A3"
"1399" "F" 0.66 0.515 0.17 1.337 0.615 0.3125 0.3575 10 "A3"
"1400" "F" 0.665 0.53 0.18 1.491 0.6345 0.342 0.435 10 "A3"
"1401" "F" 0.67 0.53 0.225 1.5615 0.63 0.487 0.3725 11 "A4"
"1402" "F" 0.67 0.505 0.175 1.0145 0.4375 0.271 0.3745 10 "A3"
"1403" "M" 0.675 0.545 0.185 1.7375 0.876 0.3135 0.469 13 "A5"
"1404" "M" 0.685 0.545 0.205 1.7925 0.8145 0.416 0.461 9 "A3"
"1405" "F" 0.695 0.565 0.19 1.7635 0.7465 0.399 0.4975 11 "A4"
"1406" "F" 0.7 0.545 0.13 1.556 0.6725 0.374 0.195 12 "A4"
"1407" "M" 0.705 0.555 0.215 2.141 1.0465 0.383 0.528 11 "A4"
"1408" "F" 0.71 0.55 0.17 1.614 0.743 0.345 0.45 11 "A4"
"1409" "F" 0.72 0.575 0.17 1.9335 0.913 0.389 0.51 13 "A5"
"1410" "M" 0.72 0.575 0.215 2.173 0.9515 0.564 0.5365 12 "A4"
"1411" "F" 0.725 0.6 0.2 1.737 0.697 0.3585 0.595 11 "A4"
"1412" "F" 0.73 0.58 0.19 1.7375 0.6785 0.4345 0.52 11 "A4"
"1413" "F" 0.735 0.565 0.205 2.1275 0.949 0.46 0.565 12 "A4"
"1414" "F" 0.745 0.57 0.215 2.25 1.1565 0.446 0.558 9 "A3"
"1415" "F" 0.75 0.61 0.235 2.5085 1.232 0.519 0.612 14 "A5"
"1416" "I" 0.14 0.105 0.035 0.014 0.0055 0.0025 0.004 3 "A1"
